/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_14_692.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_14_692.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_14_692.jpg, 0, 0, 0, 0.9877682
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_14_795.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_14_795.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_14_795.jpg, 0, 0, 0, 0.9778655
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_14_903.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_14_903.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_14_903.jpg, 0, 0, 0, 0.9680619
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_035.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_035.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_035.jpg, 0, 0, 0, 0.9545023
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_142.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_142.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_142.jpg, 0, 0, 0, 0.9449334
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_244.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_244.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_244.jpg, 0, 0, 0, 0.9354606
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_374.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_374.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_374.jpg, 0, 0.3064649, 0, 1.155419
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_487.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_487.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_487.jpg, -0.1920962, 0.7046607, 0, 2.089267
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_580.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_580.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_580.jpg, 0, 1, 0, 3.185158
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_680.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_680.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_680.jpg, 0, 0.6982386, 0, 4.124022
/home/mk/Desktop/T1/P3/IMG/center_2016_12_09_19_00_15_781.jpg, /home/mk/Desktop/T1/P3/IMG/left_2016_12_09_19_00_15_781.jpg, /home/mk/Desktop/T1/P3/IMG/right_2016_12_09_19_00_15_781.jpg, 0, 0.3968735, 0, 4.691634
